customer_id,name,total_value,quartile,quartile_label
615,Dale Pruitt,32604.59,2,Gold
129,Brenda Smith,32587.61,2,Gold
666,Amanda Park,32579.05,2,Gold
475,Amanda Myers,32552.05,2,Gold
43,Ashley Riley,32495.15,2,Gold
781,Robert Castaneda,32483.98,2,Gold
555,Alexandra Barnes,32323.7,2,Gold
75,Charles Perry,31968.29,2,Gold
384,Clayton Gray,31960.5,2,Gold
29,Jean Brown,31781.51,2,Gold
35,Joshua Wright,31766.84,2,Gold
72,Susan Fitzgerald,31615.29,2,Gold
215,Ryan Morales,31613.28,2,Gold
449,Nicole Davis,31588.96,2,Gold
503,Stephanie Bond,31578.78,2,Gold
463,Chelsey Martin,31494.62,2,Gold
554,Mark Hill,31474.13,2,Gold
788,Theresa Espinoza,31466.32,2,Gold
84,Heather Mccarthy,31329.68,2,Gold
546,Steven Perez,31316.57,2,Gold
278,Angela Wood,31306.56,2,Gold
400,Michelle Smith,31240.45,2,Gold
209,Brian Harris,31233.03,2,Gold
560,Hannah Williams,31166.66,2,Gold
382,Lisa Adams,31129.39,2,Gold
331,Krystal Bradley,31048.0,2,Gold
152,Jennifer Malone,30964.92,2,Gold
106,Nicholas Johnson,30914.99,2,Gold
452,Mallory Simpson,30914.65,2,Gold
161,Daniel James,30783.61,2,Gold
378,Christine Estrada,30782.44,2,Gold
386,Ariel Hodge,30755.06,2,Gold
637,Lisa Garcia,30656.28,2,Gold
170,Donald Levy,30596.71,3,Silver
766,Melissa Martinez,30507.77,3,Silver
368,Randy Allen,30501.3,3,Silver
516,Craig Sandoval,30444.23,3,Silver
341,James Herrera,30359.45,3,Silver
15,Jose Richards,30338.23,3,Silver
704,Gabriel Nielsen,30296.93,3,Silver
214,George Meza,30263.16,3,Silver
476,Stephanie Allen,30176.88,3,Silver
444,Amanda Carlson,30153.95,3,Silver
653,Willie Bennett,30143.66,3,Silver
197,David Brown,30077.7,3,Silver
755,Robert Taylor,30064.16,3,Silver
28,Caleb Smith,29822.81,3,Silver
275,Valerie Contreras,29769.89,3,Silver
429,Brenda Bailey,29766.81,3,Silver
179,Cory Jennings,29717.36,3,Silver
552,Vanessa Graham,29697.25,3,Silver
344,Steven Roman,29663.88,3,Silver
440,Amy Fritz,29661.83,3,Silver
495,Dana Foster,29661.3,3,Silver
427,Amanda Diaz,29564.92,3,Silver
481,Brian Villarreal,29386.78,3,Silver
491,Michael Franco,29356.04,3,Silver
487,Steven Campbell,29308.75,3,Silver
655,Bill Mcfarland,29271.24,3,Silver
224,Steven Spencer,29260.56,3,Silver
99,Shelly Gonzalez,29049.35,3,Silver
604,Chelsea Strickland,28915.9,3,Silver
76,Reginald Hernandez,28583.67,3,Silver
693,Michael Robinson,28581.45,3,Silver
580,Paul Johnson,28319.56,3,Silver
606,Jimmy Smith,28235.26,3,Silver
535,Debra Mcdaniel,28210.99,3,Silver
699,Adam Macias,27991.53,3,Silver
93,Karen Decker,27923.38,3,Silver
768,Kelli Warren,27892.17,3,Silver
305,Brittney Romero,27862.56,3,Silver
68,Kyle Ortiz,27788.87,3,Silver
417,Jonathan Dixon,27759.97,3,Silver
255,John Sandoval,27690.1,3,Silver
211,Jerry Hansen,27675.21,3,Silver
797,Tina Kramer,27619.09,3,Silver
497,Mark Chavez,27558.56,3,Silver
544,Kristen Ruiz,27538.96,3,Silver
586,David Becker,27536.37,3,Silver
632,James Martinez,27483.95,3,Silver
233,Debbie Henderson,27368.0,3,Silver
641,James Weber,27338.45,3,Silver
144,Amanda Reed,27315.54,3,Silver
556,Katherine Ayers,27214.18,3,Silver
302,Sheila Fischer,27102.06,3,Silver
612,Lisa White,27065.67,3,Silver
721,Becky Schroeder,27057.71,3,Silver
426,Jason Ramirez,26970.45,3,Silver
796,Michael Moore,26807.93,3,Silver
583,Stacey Lam,26764.92,3,Silver
227,John Kim,26686.26,3,Silver
91,Elizabeth Miller,26635.93,3,Silver
416,Deborah Rasmussen,26627.8,3,Silver
60,Joseph Cobb,26588.96,3,Silver
431,John Wilson,26563.2,3,Silver
402,Joseph Adams,26479.95,3,Silver
237,Colleen Orr,26411.34,3,Silver
54,Charles Ware,26394.13,3,Silver
680,Mark Anderson,26295.89,3,Silver
659,Stephanie Montgomery,26158.67,3,Silver
599,Kelsey Dean,26103.64,3,Silver
288,Christine Johnson,26046.81,3,Silver
64,Gregory Estes,26032.6,3,Silver
202,Heather Johnson,25954.94,3,Silver
619,Matthew Mills,25911.18,3,Silver
329,Troy Mays,25799.29,3,Silver
334,Sean Adams,25676.22,3,Silver
293,Brent Dougherty,25670.71,3,Silver
137,Anthony Mccoy,25584.6,3,Silver
6,Michael Cooper,25552.41,3,Silver
279,Unknown Customer,25506.01,3,Silver
276,Kevin Moore,25461.21,3,Silver
490,Laura Hernandez,25442.16,3,Silver
372,Brandy Cortez,25437.64,3,Silver
787,Charles Harrison,25350.89,3,Silver
45,Emily Evans,25295.89,3,Silver
67,Elizabeth Rivera,25236.34,3,Silver
390,Francisco Allen,25220.9,3,Silver
633,James Morgan,25009.59,3,Silver
736,Timothy Sanchez,24933.88,3,Silver
747,Sheila Johnson,24857.09,3,Silver
323,Sarah Russell,24848.09,3,Silver
166,Debbie Parker,24815.66,3,Silver
254,Cynthia Zavala,24760.41,3,Silver
113,Joshua Lawrence,24714.44,3,Silver
173,Daniel Hall,24696.25,3,Silver
87,Kenneth Price,24524.72,3,Silver
147,Laura Pearson,24467.12,3,Silver
139,Marilyn Jimenez,24438.76,3,Silver
706,Catherine Ruiz,24389.42,3,Silver
182,David Cunningham,24294.64,3,Silver
778,Nicole Kim,24165.26,3,Silver
786,Heidi Johnson,23819.68,3,Silver
22,Amber Osborne,23776.32,3,Silver
608,Jonathan Hall,23719.22,3,Silver
662,Unknown Customer,23701.62,3,Silver
351,Steven Ball,23638.36,3,Silver
13,Leslie Adams,23619.96,3,Silver
743,Christine Moore,23600.52,3,Silver
408,John Bennett,23577.18,3,Silver
478,Jacqueline Martin,23577.12,3,Silver
105,Joshua Hayes,23467.57,3,Silver
741,Patricia Adams,23288.46,3,Silver
692,Erik Knight,23219.93,3,Silver
593,Jessica Perez,23218.21,3,Silver
175,Brandon Johnson,23124.23,3,Silver
14,Nicole Day™,23052.61,3,Silver
24,Stacey Miller,23005.2,3,Silver
324,Unknown Customer,22900.15,3,Silver
369,Kyle Ward,22885.72,3,Silver
133,Lisa Pierce,22773.46,3,Silver
574,Stephen Robinson,22727.95,3,Silver
228,Paul Schroeder,22676.26,3,Silver
700,Juan Hernandez,22450.05,3,Silver
540,Sara Fernandez,22350.84,3,Silver
587,Victoria Cooper,22350.05,3,Silver
90,Samantha Hooper,22299.35,3,Silver
269,Patrick Bradley,22183.12,3,Silver
134,Tara Powell,22081.96,3,Silver
558,Todd Lynch,22064.27,3,Silver
94,Brett Crane,22028.55,3,Silver
63,Darlene Ross,21959.31,3,Silver
445,Unknown Customer,21930.17,3,Silver
578,Rachel Trujillo,21823.42,3,Silver
124,Michele Jones,21782.54,3,Silver
464,Robert Parks,21749.83,3,Silver
239,Amanda Collins,21684.97,3,Silver
187,Kimberly Palmer,21513.44,3,Silver
306,Thomas Smith,21320.86,3,Silver
784,David Gonzales,21143.67,3,Silver
620,Timothy Alvarado,21132.4,3,Silver
317,Keith Berry,21004.91,3,Silver
298,Melanie Jordan,20936.21,3,Silver
125,Ronald Stephens,20807.31,3,Silver
73,Christine Davis,20724.6,3,Silver
56,Laura Valencia,20678.39,3,Silver
602,Elaine Nelson,20660.13,3,Silver
225,Denise Morris,20576.86,3,Silver
115,Angela Terry,20523.82,3,Silver
643,Brandi Bender,20509.29,3,Silver
524,Michelle Yu,20449.39,3,Silver
274,Shannon Roach,20324.76,3,Silver
337,Christina Robinson,20298.93,3,Silver
206,Karen Williams,20285.16,3,Silver
364,Joseph Nunez,20243.86,3,Silver
572,Evelyn Wells,20190.84,3,Silver
739,Amanda Haynes,20104.19,3,Silver
49,Sarah Garciağ,19988.36,3,Silver
167,Christopher Phillips,19871.5,3,Silver
204,Cynthia Johnson,19823.38,3,Silver
550,Raven Klein,19795.36,3,Silver
33,Emily Joyce,19782.81,3,Silver
359,Tyler Compton,19773.25,3,Silver
677,Eugene Walker,19771.02,3,Silver
428,Michelle Rose,19729.65,3,Silver
118,Crystal Brown,19710.95,3,Silver
543,Jamie Little,19639.25,3,Silver
589,Shannon Clark,19574.61,3,Silver
409,James Osborn,19552.18,3,Silver
730,Theresa Miller,19497.03,3,Silver
10,Mitchell Clark,19390.92,3,Silver
21,Unknown Customer,19266.91,3,Silver
380,Tiffany Smith,19223.99,3,Silver
216,Matthew Cook,19160.0,3,Silver
127,Holly Bender,19038.71,3,Silver
505,Nathan Mccoy,18904.76,3,Silver
307,Laura Swanson,18848.77,3,Silver
685,Kim Tucker,18843.89,3,Silver
561,Lisa Turner,18566.34,3,Silver
171,Angela Davis,18527.35,3,Silver
762,Crystal Thomas,18416.92,3,Silver
592,Stephanie Mcclain,18282.9,3,Silver
272,Unknown Customer,18227.82,3,Silver
151,Melissa Phelps,18163.65,3,Silver
585,Steven Wilson,18066.52,4,Bronze
322,Robert Love,17745.19,4,Bronze
605,Ethan Kelley,17706.96,4,Bronze
263,Ryan Carney,17675.89,4,Bronze
757,Lisa Woods,17594.9,4,Bronze
103,Gregory Boyd,17575.11,4,Bronze
89,Todd Price,17530.03,4,Bronze
301,Unknown Customer,17511.8,4,Bronze
146,Robert Flores,17455.09,4,Bronze
509,Felicia Thompson,17449.65,4,Bronze
159,Erica Moore,17442.3,4,Bronze
286,Rachel Morgan,17303.5,4,Bronze
391,Martin Campos,17297.49,4,Bronze
763,Richard Meadows,17278.28,4,Bronze
229,Cameron Davis,17126.1,4,Bronze
527,Nicholas Gross,17070.11,4,Bronze
348,Shane Starkñ,16912.98,4,Bronze
616,Kimberly Carr,16854.96,4,Bronze
536,Kenneth Flores,16771.32,4,Bronze
107,Lauren Peterson,16663.62,4,Bronze
172,Miguel Curry,16440.94,4,Bronze
460,Unknown Customer,16300.37,4,Bronze
771,Michelle Nguyen,16196.76,4,Bronze
559,Charlotte Steele,16165.32,4,Bronze
250,David Allen,16120.57,4,Bronze
785,Jeff Fisher,15961.52,4,Bronze
737,Michelle Olson,15785.39,4,Bronze
442,Kimberly Youngω,15748.46,4,Bronze
753,Gina Olsen,15744.32,4,Bronze
775,Alex Mills,15672.65,4,Bronze
473,Jennifer Wang,15598.09,4,Bronze
614,Garrett Anderson,15534.91,4,Bronze
628,Martin Saunders,15459.38,4,Bronze
270,Nathan Hines,15281.77,4,Bronze
40,Jeff Brown,15235.83,4,Bronze
388,Juan Daniels,15144.97,4,Bronze
652,Kelly Thompson,15066.47,4,Bronze
617,Paige Alexander,15017.04,4,Bronze
335,Jose Ward,14948.78,4,Bronze
196,Christopher Miller,14802.91,4,Bronze
340,Michael Stark,14773.8,4,Bronze
422,Andrew Cooper,14688.89,4,Bronze
82,Kimberly Washington,14616.07,4,Bronze
342,Erin Love,14587.29,4,Bronze
177,Eric Perry,14559.04,4,Bronze
339,Elizabeth Robinson,14518.48,4,Bronze
742,Jill Salas,14501.91,4,Bronze
557,Justin Nichols,14486.23,4,Bronze
790,Unknown Customer,14468.64,4,Bronze
720,Timothy Wood,14418.13,4,Bronze
300,Paul Cole,14340.2,4,Bronze
80,Lisa Mcclain,14268.0,4,Bronze
122,Christopher Allen,14251.04,4,Bronze
111,Michael Chavez,14241.66,4,Bronze
277,David Harris,14191.39,4,Bronze
61,Jeffrey Velasquez,14030.06,4,Bronze
507,David Stein,14026.95,4,Bronze
309,George Fuller,13812.06,4,Bronze
5,Roberto Ramirez,13765.58,4,Bronze
437,Kathleen Carter,13679.29,4,Bronze
235,Chris Richard,13641.41,4,Bronze
180,Tammy Rush™,13577.48,4,Bronze
745,Leslie Villanueva,13450.5,4,Bronze
438,Stephen Newton,13305.51,4,Bronze
18,Allison Maddox,13279.05,4,Bronze
639,Tara Chavez,13237.45,4,Bronze
238,Erica Young,13173.55,4,Bronze
266,Danielle Moody,13046.53,4,Bronze
511,Nicole Mendoza,13018.48,4,Bronze
114,Jeremy White,12981.19,4,Bronze
212,Andrew Morse,12964.66,4,Bronze
370,Tina Harrison,12685.23,4,Bronze
155,Brandon Flynn,12666.12,4,Bronze
357,Kevin Thomas,12641.33,4,Bronze
109,Travis Mcguire,12639.61,4,Bronze
696,Amy Thompson,12573.96,4,Bronze
273,Justin Hendricks,12446.93,4,Bronze
59,Nicole Johnson,12441.11,4,Bronze
611,Unknown Customer,12378.61,4,Bronze
514,Paul White,12277.78,4,Bronze
581,Gina Little,12232.58,4,Bronze
268,Kimberly Johnsonğ,12208.97,4,Bronze
44,Alexandra Donovan,12208.46,4,Bronze
676,Amy Miller,11941.37,4,Bronze
457,Brett Garrett,11825.39,4,Bronze
618,Katrina Ray,11770.86,4,Bronze
165,John Campos,11611.11,4,Bronze
294,Lisa Peck,11608.79,4,Bronze
83,Joseph Flores,11594.99,4,Bronze
748,Gregory Bray,11392.37,4,Bronze
414,Tanya Miles,11221.57,4,Bronze
17,Erin Carlson,11170.33,4,Bronze
355,Scott Fernandez,11134.74,4,Bronze
299,Brandon Williams,11085.11,4,Bronze
281,Erin Cooper,11040.33,4,Bronze
97,Miguel Obrien,10787.25,4,Bronze
319,Jennifer Reed,10446.62,4,Bronze
573,Unknown Customer,10309.14,4,Bronze
79,Elizabeth Travis,10281.48,4,Bronze
