customer_id,name,region,last_order_date,days_inactive,churn_status,order_count
229,Cameron Davis,Europe,2025-01-29,557,Churned - Long Term,2
379,Adam Arnold,Africa,2025-02-08,547,Churned - Long Term,4
508,Gary Berry,Europe,2025-02-09,546,Churned - Long Term,3
128,Bill Reynolds,North America,2025-02-12,543,Churned - Long Term,5
426,Jason Ramirez,Europe,2025-02-12,543,Churned - Long Term,3
720,Timothy Wood,North America,2025-02-14,541,Churned - Long Term,2
136,Brett Adams,Asia Pacific,2025-02-15,540,Churned - Long Term,1
537,Eugene Jones,Asia Pacific,2025-02-15,540,Churned - Long Term,3
722,Julie Griffin,North America,2025-02-16,539,Churned - Long Term,2
492,Diane Sweeney,Middle East,2025-02-19,536,Churned - Long Term,3
676,Amy Miller,North America,2025-02-19,536,Churned - Long Term,1
66,Jonathan Fletcher,Middle East,2025-02-20,535,Churned - Long Term,5
91,Elizabeth Miller,Asia Pacific,2025-02-23,532,Churned - Long Term,3
782,Unknown Customer,South America,2025-02-25,530,Churned - Long Term,3
320,Maria Nelson,Africa,2025-02-26,529,Churned - Long Term,1
316,Janet Vaughn,Asia Pacific,2025-02-27,528,Churned - Long Term,3
256,Matthew Day,Europe,2025-02-28,527,Churned - Long Term,4
109,Travis Mcguire,Asia Pacific,2025-03-01,526,Churned - Long Term,2
717,Adrian Pena,South America,2025-03-02,525,Churned - Long Term,1
272,Unknown Customer,Africa,2025-03-05,522,Churned - Long Term,3
212,Andrew Morse,Middle East,2025-03-06,521,Churned - Long Term,1
114,Jeremy White,Europe,2025-03-07,520,Churned - Long Term,2
101,Mitchell Hunterğ,South America,2025-03-12,515,Churned - Long Term,3
215,Ryan Morales,Europe,2025-03-13,514,Churned - Long Term,3
555,Alexandra Barnes,Middle East,2025-03-16,511,Churned - Long Term,3
232,Sharon Collins,Asia Pacific,2025-03-17,510,Churned - Long Term,5
308,Diana Stanton,South America,2025-03-17,510,Churned - Long Term,3
391,Martin Campos,North America,2025-03-17,510,Churned - Long Term,3
395,Donna Miller,North America,2025-03-18,509,Churned - Long Term,4
306,Thomas Smith,North America,2025-03-19,508,Churned - Long Term,2
442,Kimberly Youngω,Middle East,2025-03-19,508,Churned - Long Term,3
730,Theresa Miller,Middle East,2025-03-20,507,Churned - Long Term,1
68,Kyle Ortiz,Asia Pacific,2025-03-21,506,Churned - Long Term,3
231,Donald Bailey,Africa,2025-03-22,505,Churned - Long Term,2
348,Shane Starkñ,Africa,2025-03-31,496,Churned - Long Term,2
444,Amanda Carlson,North America,2025-03-31,496,Churned - Long Term,2
708,Gary Jennings,Middle East,2025-03-31,496,Churned - Long Term,2
286,Rachel Morgan,Middle East,2025-04-03,493,Churned - Long Term,2
352,Steven Moore,Europe,2025-04-03,493,Churned - Long Term,3
435,James Cruz,Asia Pacific,2025-04-04,492,Churned - Long Term,5
475,Amanda Myers,North America,2025-04-04,492,Churned - Long Term,3
81,Michelle Coleğ,Asia Pacific,2025-04-08,488,Churned - Long Term,5
313,Ann Bolton,Middle East,2025-04-11,485,Churned - Long Term,3
98,Larry Lane,Africa,2025-04-12,484,Churned - Long Term,3
406,Derek Flores,Africa,2025-04-13,483,Churned - Long Term,3
414,Tanya Miles,Africa,2025-04-13,483,Churned - Long Term,2
648,John Mueller,Asia Pacific,2025-04-13,483,Churned - Long Term,4
7,Unknown Customer,Asia Pacific,2025-04-15,481,Churned - Long Term,4
314,Steve Patel,Middle East,2025-04-15,481,Churned - Long Term,4
93,Karen Decker,Europe,2025-04-17,479,Churned - Long Term,3
43,Ashley Riley,Europe,2025-04-18,478,Churned - Long Term,3
255,John Sandoval,Asia Pacific,2025-04-18,478,Churned - Long Term,3
666,Amanda Park,Africa,2025-04-19,477,Churned - Long Term,2
490,Laura Hernandez,Middle East,2025-04-24,472,Churned - Long Term,4
518,Joel Stewart,Unknown,2025-04-24,472,Churned - Long Term,4
190,Charles Miller,Middle East,2025-04-26,470,Churned - Long Term,2
786,Heidi Johnson,Asia Pacific,2025-04-27,469,Churned - Long Term,1
462,Nancy May,Africa,2025-04-28,468,Churned - Long Term,4
602,Elaine Nelson,Europe,2025-04-28,468,Churned - Long Term,3
721,Becky Schroeder,South America,2025-04-28,468,Churned - Long Term,1
362,Anna Faulkner,North America,2025-05-01,465,Churned - Long Term,2
224,Steven Spencer,Europe,2025-05-03,463,Churned - Long Term,3
16,William Davis,Europe,2025-05-07,459,Churned - Long Term,3
706,Catherine Ruiz,Asia Pacific,2025-05-07,459,Churned - Long Term,2
456,Nancy Mcdowell,Africa,2025-05-08,458,Churned - Long Term,3
402,Joseph Adams,South America,2025-05-09,457,Churned - Long Term,3
613,Mary Vaughn,Africa,2025-05-09,457,Churned - Long Term,4
787,Charles Harrison,Middle East,2025-05-10,456,Churned - Long Term,2
358,Angela Vargas,Asia Pacific,2025-05-11,455,Churned - Long Term,3
226,Lisa Monroe,Middle East,2025-05-12,454,Churned - Long Term,3
621,Patricia Salazar,North America,2025-05-12,454,Churned - Long Term,6
353,Christina Mayer,North America,2025-05-13,453,Churned - Long Term,4
415,Elizabeth Jackson,Asia Pacific,2025-05-14,452,Churned - Long Term,2
618,Katrina Ray,Africa,2025-05-18,448,Churned - Long Term,2
133,Lisa Pierce,Asia Pacific,2025-05-20,446,Churned - Long Term,1
523,Marcus Johnson,Asia Pacific,2025-05-21,445,Churned - Long Term,1
302,Sheila Fischer,Middle East,2025-05-27,439,Churned - Long Term,2
797,Tina Kramer,South America,2025-05-27,439,Churned - Long Term,3
305,Brittney Romero,Middle East,2025-05-29,437,Churned - Long Term,3
652,Kelly Thompson,Middle East,2025-05-31,435,Churned - Long Term,2
70,Amy Smith,Middle East,2025-06-03,432,Churned - Long Term,2
161,Daniel James,North America,2025-06-04,431,Churned - Long Term,3
772,Sarah Dunn,Europe,2025-06-05,430,Churned - Long Term,5
411,Robert Porter,South America,2025-06-08,427,Churned - Long Term,3
137,Anthony Mccoy,Asia Pacific,2025-06-10,425,Churned - Long Term,2
770,Courtney Anderson,Europe,2025-06-10,425,Churned - Long Term,4
686,Juan Serrano,Africa,2025-06-11,424,Churned - Long Term,4
437,Kathleen Carter,South America,2025-06-12,423,Churned - Long Term,1
672,Patrick Short,South America,2025-06-12,423,Churned - Long Term,3
554,Mark Hill,Europe,2025-06-14,421,Churned - Long Term,3
241,Patrick Rose,Africa,2025-06-17,418,Churned - Long Term,4
400,Michelle Smith,South America,2025-06-17,418,Churned - Long Term,3
276,Kevin Moore,Middle East,2025-06-18,417,Churned - Long Term,2
667,Julie Hernandez,Europe,2025-06-18,417,Churned - Long Term,4
759,Unknown Customer,Europe,2025-06-19,416,Churned - Long Term,4
798,Andrew Gray,Africa,2025-06-21,414,Churned - Long Term,2
592,Stephanie Mcclain,Asia Pacific,2025-06-24,411,Churned - Long Term,3
443,Gabriel Taylor,South America,2025-06-25,410,Churned - Long Term,5
439,Ashley Adams,Asia Pacific,2025-06-27,408,Churned - Long Term,5
96,Thomas Wilson,Asia Pacific,2025-06-28,407,Churned - Long Term,4
749,Alexander Clark,South America,2025-06-28,407,Churned - Long Term,5
257,Crystal Cain,Asia Pacific,2025-07-05,400,Churned - Long Term,2
58,Eric Spears,Europe,2025-07-07,398,Churned - Long Term,1
410,Jeanette Gonzales,North America,2025-07-07,398,Churned - Long Term,4
393,Stephanie Sanders,Africa,2025-07-08,397,Churned - Long Term,6
498,Kayla Rodriguez,South America,2025-07-08,397,Churned - Long Term,6
501,Jason Gates,Middle East,2025-07-09,396,Churned - Long Term,4
619,Matthew Mills,Asia Pacific,2025-07-09,396,Churned - Long Term,3
622,Tyler Martin,North America,2025-07-09,396,Churned - Long Term,4
662,Unknown Customer,South America,2025-07-09,396,Churned - Long Term,2
678,Melissa York,Europe,2025-07-09,396,Churned - Long Term,4
28,Caleb Smith,Africa,2025-07-13,392,Churned - Long Term,3
85,Steven Brown,Africa,2025-07-13,392,Churned - Long Term,4
345,Julie Lane,Asia Pacific,2025-07-14,391,Churned - Long Term,3
372,Brandy Cortez,Africa,2025-07-14,391,Churned - Long Term,3
547,Colin Barnett,Middle East,2025-07-14,391,Churned - Long Term,6
160,Hannah Bryant,Europe,2025-07-15,390,Churned - Long Term,5
254,Cynthia Zavala,Asia Pacific,2025-07-16,389,Churned - Long Term,3
301,Unknown Customer,Europe,2025-07-17,388,Churned - Long Term,1
486,Emily Williams,Unknown,2025-07-17,388,Churned - Long Term,1
69,Elizabeth Gray,Africa,2025-07-19,386,Churned - Long Term,6
388,Juan Daniels,South America,2025-07-19,386,Churned - Long Term,2
71,Diana Marshall,Africa,2025-07-20,385,Churned - Long Term,1
407,Raymond Flores,South America,2025-07-20,385,Churned - Long Term,1
641,James Weber,Middle East,2025-07-21,384,Churned - Long Term,3
384,Clayton Gray,Africa,2025-07-22,383,Churned - Long Term,2
350,Allison Luna,Africa,2025-07-23,382,Churned - Long Term,2
412,Kristina Jones,Africa,2025-07-25,380,Churned - Long Term,3
152,Jennifer Malone,Africa,2025-07-26,379,Churned - Long Term,3
344,Steven Roman,Middle East,2025-07-30,375,Churned - Long Term,2
89,Todd Price,Middle East,2025-07-31,374,Churned - Long Term,2
287,Brandon May,Middle East,2025-07-31,374,Churned - Long Term,3
674,Erica Sloan,Middle East,2025-08-01,373,Churned - Long Term,4
18,Allison Maddox,Africa,2025-08-03,371,Churned - Long Term,2
460,Unknown Customer,Africa,2025-08-04,370,Churned - Long Term,2
615,Dale Pruitt,Africa,2025-08-05,369,Churned - Long Term,4
704,Gabriel Nielsen,South America,2025-08-06,368,Churned - Long Term,3
729,Zachary Hall,Middle East,2025-08-06,368,Churned - Long Term,3
631,Travis Underwood,Middle East,2025-08-07,367,Churned - Long Term,4
200,Daniel Bruce,Europe,2025-08-08,366,Churned - Long Term,4
689,Desiree Hernandez,Middle East,2025-08-08,366,Churned - Long Term,4
543,Jamie Little,Asia Pacific,2025-08-09,365,Churned - Long Term,2
65,Jessica Edwards,North America,2025-08-11,363,Churned,4
351,Steven Ball,Asia Pacific,2025-08-13,361,Churned,3
421,Connor Bowen,Asia Pacific,2025-08-14,360,Churned,5
684,Dennis Quinn😀,Africa,2025-08-16,358,Churned,4
478,Jacqueline Martin,Europe,2025-08-21,353,Churned,3
733,Catherine Lee,Africa,2025-08-22,352,Churned,4
521,Jesse Robinson,Europe,2025-08-25,349,Churned,5
17,Erin Carlson,South America,2025-08-26,348,Churned,2
603,William Williamson,Asia Pacific,2025-08-29,345,Churned,3
106,Nicholas Johnson,Africa,2025-09-05,338,Churned,4
263,Ryan Carney,Europe,2025-09-13,330,Churned,1
690,Mercedes Anderson,North America,2025-09-13,330,Churned,3
188,Bradley Logan,Europe,2025-09-14,329,Churned,1
369,Kyle Ward,Asia Pacific,2025-09-16,327,Churned,2
740,Kaitlyn Peterson,Europe,2025-09-16,327,Churned,5
635,Stephanie Taylor,Asia Pacific,2025-09-17,326,Churned,2
186,Joseph Martinez,North America,2025-09-18,325,Churned,3
399,Ricky Johnson,South America,2025-09-19,324,Churned,5
585,Steven Wilson,Asia Pacific,2025-09-19,324,Churned,2
719,Joshua Becker,Asia Pacific,2025-09-19,324,Churned,2
63,Darlene Ross,Europe,2025-09-23,320,Churned,3
249,Shelby Lynch,Middle East,2025-09-23,320,Churned,4
638,Tiffany Moon,Asia Pacific,2025-09-23,320,Churned,1
192,Kenneth Wagner,Middle East,2025-09-25,318,Churned,3
303,Benjamin Reeves,Middle East,2025-09-25,318,Churned,4
77,Nicole Osborne,Africa,2025-09-28,315,Churned,5
354,Brittney Griffin,Europe,2025-09-28,315,Churned,3
796,Michael Moore,South America,2025-09-29,314,Churned,2
494,Unknown Customer,Asia Pacific,2025-09-30,313,Churned,4
539,Brian Rivera,Asia Pacific,2025-10-03,310,Churned,4
413,William Knapp,Africa,2025-10-04,309,Churned,4
737,Michelle Olson,Europe,2025-10-05,308,Churned,4
536,Kenneth Flores,Asia Pacific,2025-10-06,307,Churned,4
560,Hannah Williams,Asia Pacific,2025-10-06,307,Churned,3
259,Veronica Daniels,Africa,2025-10-07,306,Churned,3
373,Ashley Sanchez,Africa,2025-10-07,306,Churned,4
168,Kristin Walter,South America,2025-10-09,304,Churned,5
614,Garrett Anderson,Africa,2025-10-09,304,Churned,3
593,Jessica Perez,Middle East,2025-10-10,303,Churned,4
571,Erica Adams,South America,2025-10-11,302,Churned,4
727,Sonya Wilkins,Africa,2025-10-11,302,Churned,3
47,Michael Jones,Africa,2025-10-12,301,Churned,3
788,Theresa Espinoza,Europe,2025-10-13,300,Churned,3
26,Rodney Lewis,Asia Pacific,2025-10-14,299,Churned,1
49,Sarah Garciağ,Asia Pacific,2025-10-17,296,Churned,3
645,Dustin Santiago,North America,2025-10-18,295,Churned,4
10,Mitchell Clark,Middle East,2025-10-20,293,Churned,2
449,Nicole Davis,Middle East,2025-10-21,292,Churned,3
326,Nicole Thompson,Asia Pacific,2025-10-22,291,Churned,2
731,Richard Gonzalez,Europe,2025-10-22,291,Churned,4
324,Unknown Customer,Middle East,2025-10-25,288,Churned,2
199,Michael Lane,South America,2025-10-27,286,Churned,5
606,Jimmy Smith,Africa,2025-10-29,284,Churned,2
284,Meghan King,Middle East,2025-10-30,283,Churned,7
479,Unknown Customer,Middle East,2025-10-31,282,Churned,1
417,Jonathan Dixon,Europe,2025-11-03,279,Churned,2
167,Christopher Phillips,Africa,2025-11-04,278,Churned,4
307,Laura Swanson,Asia Pacific,2025-11-08,274,Churned,2
