customer_id,name,email,undelivered_orders,last_order_date,statuses
39,Kristen Mitchell,smoore@example.com,4,2025-12-14,"PENDING,REFUNDED"
40,Jeff Brown,adkinsbrian@example.com,4,2026-02-27,"CANCELLED,PENDING,PROCESSING"
42,Melissa Jones,richarddavid@example.com,4,2025-11-29,"PROCESSING,CANCELLED,PENDING"
43,Ashley Riley,barnesbrandy@example.com,4,2025-04-18,"PENDING,CANCELLED,PROCESSING"
99,Shelly Gonzalez,curtisbarton@example.com,4,2026-06-18,RETURNED
101,Mitchell Hunterğ,atkinsonlynn@example.com,4,2025-03-12,"REFUNDED,PENDING,RETURNED,PROCESSING"
123,Hannah Harrison,keithcampbell@example.com,4,2025-02-19,"SHIPPED,RETURNED,REFUNDED"
124,Michele Jones,kristin93@example.com,4,2026-02-15,"PROCESSING,REFUNDED,CANCELLED"
126,Charles Martin,scott74@example.com,4,2025-02-16,"PROCESSING,CANCELLED,RETURNED,SHIPPED"
129,Brenda Smith,barbara27@example.com,4,2026-03-15,"RETURNED,PENDING,REFUNDED"
130,April Ramos,wendygraham@example.com,4,2026-08-04,"RETURNED,SHIPPED,PROCESSING,REFUNDED"
146,Robert Flores,qhughes@example.com,4,2026-05-08,"CANCELLED,RETURNED,PENDING"
163,Julie Williams,swall@example.com,4,2026-04-22,"CANCELLED,RETURNED,PROCESSING"
174,Cynthia Marshall,debra12@example.com,4,2026-01-07,"SHIPPED,PENDING,REFUNDED"
184,Vanessa Fernandez,danieldelacruz@example.com,4,2026-05-13,"REFUNDED,SHIPPED,CANCELLED"
190,Charles Miller,cameronhill@example.com,4,2025-04-26,"CANCELLED,PENDING,SHIPPED"
192,Kenneth Wagner,mcguiredanny@example.com,4,2025-09-25,"REFUNDED,SHIPPED,PENDING,RETURNED"
202,Heather Johnson,sandra50@example.com,4,2025-12-26,"RETURNED,PENDING,SHIPPED,REFUNDED"
211,Jerry Hansen,charles06@example.com,4,2026-05-15,"PROCESSING,CANCELLED"
221,Unknown Customer,laura90@example.com,4,2026-08-10,"PROCESSING,CANCELLED,SHIPPED,RETURNED"
224,Steven Spencer,colelisa@example.com,4,2025-08-25,"PROCESSING,RETURNED,CANCELLED"
230,Melissa Brandt,mathewaguilar@example.com,4,2024-10-29,"PROCESSING,PENDING,RETURNED"
233,Debbie Henderson,coxhenry@example.com,4,2024-05-22,"RETURNED,REFUNDED,SHIPPED,PENDING"
249,Shelby Lynch,parsonsjohn@example.com,4,2025-09-23,"RETURNED,SHIPPED,PENDING,PROCESSING"
294,Lisa Peck,james27@example.com,4,2025-07-15,"PENDING,CANCELLED,REFUNDED,PROCESSING"
303,Benjamin Reeves,jstone@example.com,4,2025-09-25,"PROCESSING,SHIPPED,RETURNED,PENDING"
308,Diana Stanton,jennifersilva@example.com,4,2026-03-11,"SHIPPED,RETURNED,PENDING,CANCELLED"
315,Todd Bernard,jeffrey44@example.com,4,2026-03-28,"RETURNED,CANCELLED"
336,Erik Parks,hannah45@example.com,4,2026-02-19,"RETURNED,SHIPPED,PROCESSING"
345,Julie Lane,ecooper@example.com,4,2025-07-14,"CANCELLED,PENDING,RETURNED"
350,Allison Luna,avilatiffany@example.com,4,2025-07-23,"REFUNDED,SHIPPED,RETURNED"
358,Angela Vargas,conniesimmons@example.com,4,2025-05-11,"CANCELLED,RETURNED,SHIPPED"
362,Anna Faulkner,paulscott@example.com,4,2025-05-01,"REFUNDED,PENDING,RETURNED"
370,Tina Harrison,robin55@example.com,4,2026-05-13,"RETURNED,REFUNDED,CANCELLED"
371,Robert Hart,allentran@example.com,4,2024-05-14,"CANCELLED,SHIPPED"
388,Juan Daniels,whitemelissa@example.com,4,2025-07-19,"PENDING,SHIPPED,CANCELLED"
395,Donna Miller,lauren11@example.com,4,2025-03-18,"SHIPPED,RETURNED,PROCESSING"
398,Curtis Miller,ghawkins@example.com,4,2024-10-21,"PENDING,PROCESSING,SHIPPED"
408,John Bennett,kdiaz@example.com,4,2023-11-18,"REFUNDED,SHIPPED,CANCELLED"
409,James Osborn,bentonsteven@example.com,4,2025-12-29,"SHIPPED,PROCESSING,RETURNED,PENDING"
411,Robert Porter,john26@example.com,4,2025-12-13,"CANCELLED,PENDING,RETURNED"
413,William Knapp,ystephens@example.com,4,2025-10-04,"RETURNED,PROCESSING,PENDING"
417,Jonathan Dixon,seanmyers@example.com,4,2025-11-03,"CANCELLED,RETURNED,REFUNDED"
423,Zachary Arnold,omullen@example.com,4,2026-07-15,"PENDING,CANCELLED,RETURNED,SHIPPED"
444,Amanda Carlson,tiffany44@example.com,4,2025-09-25,"CANCELLED,PENDING"
472,Jose Williams,ohunter@example.com,4,2026-05-25,"PROCESSING,CANCELLED,SHIPPED"
474,Amanda Hernandez,christian32@example.com,4,2024-08-23,"PROCESSING,PENDING,RETURNED"
480,Alexandria Baker,crawfordwilliam@example.com,4,2026-04-25,"REFUNDED,PROCESSING,CANCELLED"
484,Austin Pratt,pwalker@example.com,4,2025-12-22,"PENDING,RETURNED,SHIPPED"
485,Robert Cortez,duncandavid@example.com,4,2025-01-13,"RETURNED,PROCESSING,CANCELLED"
488,Alan Gonzalez,jodi37@example.com,4,2025-11-17,"PROCESSING,RETURNED,REFUNDED,PENDING"
494,Unknown Customer,carpenterwilliam@example.com,4,2025-09-30,PENDING
504,Laura Martinez,davidcolon@example.com,4,2024-11-11,"REFUNDED,PENDING,RETURNED"
523,Marcus Johnson,kimmathis@example.com,4,2025-08-25,"REFUNDED,CANCELLED,SHIPPED"
548,Jeremy Brown,rsheppard@example.com,4,2026-03-16,"PROCESSING,PENDING"
549,Michelle Wells,thomasmiller@example.com,4,2026-02-09,"PENDING,PROCESSING,CANCELLED"
555,Alexandra Barnes,eddiematthews@example.com,4,2025-03-16,"RETURNED,CANCELLED,PROCESSING"
575,William Bates,anna99@example.com,4,2024-09-27,"REFUNDED,CANCELLED,SHIPPED"
617,Paige Alexander,diana08@example.com,4,2026-08-10,"PROCESSING,PENDING,RETURNED,CANCELLED"
618,Katrina Ray,tiffanysantiago@example.com,4,2025-11-17,"CANCELLED,SHIPPED"
644,Justin Boone,millsanthony@example.com,4,2026-05-14,"RETURNED,CANCELLED,SHIPPED"
647,Michael Chavez,juliahoffman@example.com,4,2026-07-26,"PENDING,PROCESSING,REFUNDED"
667,Julie Hernandez,benjamin10@example.com,4,2025-06-18,"RETURNED,PENDING,SHIPPED"
677,Eugene Walker,james29@example.com,4,2024-06-05,"CANCELLED,PROCESSING,PENDING"
684,Dennis Quinn😀,wford@example.com,4,2025-08-16,"PENDING,PROCESSING"
689,Desiree Hernandez,patricialawrence@example.com,4,2025-08-08,"RETURNED,PENDING"
693,Michael Robinson,bryanwood@example.com,4,2026-08-10,"SHIPPED,CANCELLED,PENDING,RETURNED"
703,David Vargas,macdonalddylan@example.com,4,2024-12-05,"CANCELLED,REFUNDED"
716,Jonathan Smith,lanedavid@example.com,4,2026-05-20,"PENDING,PROCESSING"
733,Catherine Lee,qandrews@example.com,4,2025-08-22,"SHIPPED,PROCESSING,PENDING"
737,Michelle Olson,reyeskristina@example.com,4,2025-10-05,"PROCESSING,RETURNED,SHIPPED,PENDING"
738,Jeffrey Haynes,robert58@example.com,4,2025-07-13,"REFUNDED,PROCESSING"
743,Christine Moore,moraemma@example.com,4,2025-12-26,"CANCELLED,PROCESSING,SHIPPED"
757,Lisa Woods,colematthew@example.com,4,2023-11-03,"PROCESSING,CANCELLED,RETURNED"
763,Richard Meadows,matthewedwards@example.com,4,2024-07-30,"REFUNDED,SHIPPED,PROCESSING,RETURNED"
769,Diana Mcclure,johnmitchell@example.com,4,2026-02-03,"SHIPPED,PENDING"
777,Russell Carter,kelleyjacob@example.com,4,2026-01-14,"PROCESSING,SHIPPED"
783,Edwin Booker,teresacampbell@example.com,4,2026-02-17,"CANCELLED,RETURNED,REFUNDED"
784,David Gonzales,christophersmith@example.com,4,2025-01-17,"REFUNDED,SHIPPED,PROCESSING"
790,Unknown Customer,garnerandrea@example.com,4,2025-02-02,"REFUNDED,RETURNED"
796,Michael Moore,martinezjesse@example.com,4,2026-01-30,"SHIPPED,REFUNDED,PENDING"
9,Melissa Delacruz,shawn52@example.com,3,2026-04-07,"PROCESSING,PENDING,REFUNDED"
14,Nicole Day™,donald88@example.com,3,2026-05-09,"PENDING,REFUNDED"
18,Allison Maddox,frazierdanny@example.com,3,2025-08-03,"RETURNED,CANCELLED"
20,Shawn Mckay,teresa28@example.com,3,2026-03-30,"PROCESSING,SHIPPED"
34,Michelle Wright,ltaylor@example.com,3,2025-12-04,"CANCELLED,REFUNDED"
44,Alexandra Donovan,john62@example.com,3,2026-02-25,"REFUNDED,PENDING"
61,Jeffrey Velasquez,kevin33@example.com,3,2024-10-19,"CANCELLED,RETURNED,SHIPPED"
64,Gregory Estes,rodriguezryan@example.com,3,2026-02-04,"REFUNDED,PROCESSING"
70,Amy Smith,russellcarpenter@example.com,3,2025-06-03,"REFUNDED,PENDING"
73,Christine Davis,emilywalker@example.com,3,2025-07-09,"SHIPPED,REFUNDED,PROCESSING"
79,Elizabeth Travis,stephanie79@example.com,3,2025-12-19,"PENDING,SHIPPED,CANCELLED"
83,Joseph Flores,taylorjesse@example.com,3,2024-12-23,"PENDING,REFUNDED,SHIPPED"
91,Elizabeth Miller,michellewhite@example.com,3,2025-02-23,"PROCESSING,PENDING,RETURNED"
111,Michael Chavez,jerry35@example.com,3,2024-06-18,"PROCESSING,CANCELLED,RETURNED"
118,Crystal Brown,christopher31@example.com,3,2025-06-13,"CANCELLED,SHIPPED,PENDING"
138,Alexander Russell,murraydavid@example.com,3,2026-01-19,"PENDING,SHIPPED,REFUNDED"
143,Mary Carpenter,cgrimes@example.com,3,2025-09-09,"PENDING,REFUNDED,RETURNED"
155,Brandon Flynn,nicholas23@example.com,3,2026-03-24,"PENDING,REFUNDED"
172,Miguel Curry,xcarson@example.com,3,2026-01-17,"RETURNED,PENDING,SHIPPED"
173,Daniel Hall,rose31@example.com,3,2025-07-21,"PENDING,CANCELLED"
180,Tammy Rush™,ndavis@example.com,3,2025-01-19,"PROCESSING,SHIPPED,CANCELLED"
182,David Cunningham,brendali@example.com,3,2026-07-17,"SHIPPED,REFUNDED"
186,Joseph Martinez,reesethomas@example.com,3,2025-09-18,"RETURNED,PENDING,SHIPPED"
204,Cynthia Johnson,nicholaschavez@example.com,3,2026-01-21,"REFUNDED,PROCESSING,RETURNED"
205,Eric Collins,wareeric@example.com,3,2025-05-30,"REFUNDED,CANCELLED"
212,Andrew Morse,barbara96@example.com,3,2026-01-03,"SHIPPED,CANCELLED"
215,Ryan Morales,vharrell@example.com,3,2025-03-13,"SHIPPED,PROCESSING"
216,Matthew Cook,dixondaniel@example.com,3,2025-04-07,"CANCELLED,RETURNED,PENDING"
223,Marie Jones,gilbertwilliam@example.com,3,2026-02-05,"PENDING,REFUNDED,RETURNED"
226,Lisa Monroe,wagnergerald@example.com,3,2025-05-12,"PENDING,RETURNED"
229,Cameron Davis,umitchell@example.com,3,2025-01-29,"PROCESSING,CANCELLED,SHIPPED"
253,Christopher Villegas,myerstheodore@example.com,3,2026-02-11,"PENDING,PROCESSING,SHIPPED"
268,Kimberly Johnsonğ,kimberlydiaz@example.com,3,2025-04-20,"CANCELLED,SHIPPED"
270,Nathan Hines,alyssasanders@example.com,3,2026-08-10,"CANCELLED,PENDING,PROCESSING"
272,Unknown Customer,jane39@example.com,3,2025-03-05,"SHIPPED,RETURNED,PENDING"
275,Valerie Contreras,piercekelly@example.com,3,2023-09-09,"CANCELLED,PROCESSING,RETURNED"
279,Unknown Customer,xfox@example.com,3,2026-01-21,"PROCESSING,SHIPPED,PENDING"
298,Melanie Jordan,jessica65@example.com,3,2025-08-11,"CANCELLED,PROCESSING,SHIPPED"
300,Paul Cole,marcia99@example.com,3,2025-03-25,"PROCESSING,CANCELLED,PENDING"
302,Sheila Fischer,cporter@example.com,3,2025-05-27,"PENDING,CANCELLED,SHIPPED"
307,Laura Swanson,carlsonjoseph@example.com,3,2025-11-08,"SHIPPED,CANCELLED"
316,Janet Vaughn,timothy84@example.com,3,2025-02-27,"SHIPPED,PENDING"
323,Sarah Russell,mwoods@example.com,3,2025-01-24,"REFUNDED,PROCESSING,SHIPPED"
324,Unknown Customer,velezchristopher@example.com,3,2025-10-25,"RETURNED,REFUNDED,PENDING"
341,James Herrera,melissa71@example.com,3,2025-04-19,"SHIPPED,CANCELLED,PENDING"
342,Erin Love,nolansean@example.com,3,2025-08-19,"CANCELLED,PROCESSING,REFUNDED"
344,Steven Roman,fosterlisa@example.com,3,2025-11-18,"PROCESSING,SHIPPED,CANCELLED"
357,Kevin Thomas,roberthill@example.com,3,2026-07-25,"SHIPPED,PENDING,CANCELLED"
359,Tyler Compton,ufloyd@example.com,3,2026-05-19,"REFUNDED,SHIPPED"
378,Christine Estrada,bhopkins@example.com,3,2026-08-10,"SHIPPED,RETURNED"
383,Annette Branch,gabriella10@example.com,3,2025-11-30,"SHIPPED,RETURNED"
385,Jacqueline Miller,vnewman@example.com,3,2024-04-14,"REFUNDED,CANCELLED"
387,Heather Knight,glassgabrielle@example.com,3,2025-11-27,"RETURNED,REFUNDED"
390,Francisco Allen,irhodes@example.com,3,2026-07-14,"SHIPPED,PENDING"
404,Christina Ellis,adam65@example.com,3,2025-08-19,"REFUNDED,CANCELLED"
414,Tanya Miles,rodriguezjohn@example.com,3,2025-04-13,"PROCESSING,REFUNDED,PENDING"
428,Michelle Rose,candice96@example.com,3,2023-07-16,"RETURNED,REFUNDED"
442,Kimberly Youngω,michelle96@example.com,3,2025-03-19,SHIPPED
450,Stephanie Murphy,simonstephen@example.com,3,2024-06-09,"CANCELLED,PENDING"
457,Brett Garrett,rubendavis@example.com,3,2025-09-09,"PENDING,REFUNDED"
460,Unknown Customer,crosscurtis@example.com,3,2026-08-10,"SHIPPED,PENDING,REFUNDED"
479,Unknown Customer,rogersruben@example.com,3,2025-10-31,"PROCESSING,REFUNDED"
487,Steven Campbell,mark87@example.com,3,2026-05-25,"PROCESSING,PENDING,RETURNED"
505,Nathan Mccoy,aguilarjonathan@example.com,3,2026-06-13,"PENDING,PROCESSING"
507,David Stein,david70@example.com,3,2026-08-10,"REFUNDED,PENDING,CANCELLED"
510,Edgar Mendez,deborahporter@example.com,3,2026-07-16,"PENDING,REFUNDED,PROCESSING"
511,Nicole Mendoza,patrick63@example.com,3,2026-03-06,"SHIPPED,CANCELLED,RETURNED"
538,Patricia Bush,catherinehamilton@example.com,3,2025-09-09,"CANCELLED,RETURNED,REFUNDED"
543,Jamie Little,tanthony@example.com,3,2025-08-09,"PENDING,RETURNED,REFUNDED"
545,Unknown Customer,seanbaker@example.com,3,2024-05-08,"PROCESSING,PENDING,REFUNDED"
552,Vanessa Graham,maryscott@example.com,3,2026-05-22,"RETURNED,SHIPPED"
553,Renee Sloan,hughesray@example.com,3,2025-10-13,"CANCELLED,REFUNDED"
558,Todd Lynch,joshuathomas@example.com,3,2026-03-06,"REFUNDED,RETURNED,PROCESSING"
574,Stephen Robinson,asilva@example.com,3,2024-08-02,"PENDING,PROCESSING"
